scenario,signal_date,strategy_leg,operation_status,ts_code,name,market_segment,risk_flags,account_return,equity_before,equity_after,return_source,active_position,buy_executed,sell_executed,buy_reject_reason,sell_reject_reason,buy_trade_date,exit_trade_date,buy_price,exit_price,path_conflict,limit_down_blocked_days,live_order_enabled,initial_equity,peak_equity,drawdown,window_label
A_plus_B_strict,20260422,NONE,NO_CANDIDATE,,,,,0.0,618119.0535638089,618119.0535638089,,,False,False,,,,,,,False,0,False,500000.0,618712.6597690122,-0.0009594214629856657,recent_60d
A_plus_B_strict,20260423,NONE,NO_CANDIDATE,,,,,0.0,618119.0535638089,618119.0535638089,,,False,False,,,,,,,False,0,False,500000.0,618712.6597690122,-0.0009594214629856657,recent_60d
A_plus_B_strict,20260424,NONE,NO_CANDIDATE,,,,,0.0,618119.0535638089,618119.0535638089,,,False,False,,,,,,,False,0,False,500000.0,618712.6597690122,-0.0009594214629856657,recent_60d
A_plus_B_strict,20260427,NONE,NO_CANDIDATE,,,,,0.0,618119.0535638089,618119.0535638089,,,False,False,,,,,,,False,0,False,500000.0,618712.6597690122,-0.0009594214629856657,recent_60d
A_plus_B_strict,20260428,NONE,NO_CANDIDATE,,,,,0.0,618119.0535638089,618119.0535638089,,,False,False,,,,,,,False,0,False,500000.0,618712.6597690122,-0.0009594214629856657,recent_60d
A_plus_B_strict,20260429,NONE,NO_CANDIDATE,,,,,0.0,618119.0535638089,618119.0535638089,,,False,False,,,,,,,False,0,False,500000.0,618712.6597690122,-0.0009594214629856657,recent_60d
A_plus_B_strict,20260430,NONE,NO_CANDIDATE,,,,,0.0,618119.0535638089,618119.0535638089,,,False,False,,,,,,,False,0,False,500000.0,618712.6597690122,-0.0009594214629856657,recent_60d
A_plus_B_strict,20260506,NONE,NO_CANDIDATE,,,,,0.0,618119.0535638089,618119.0535638089,,,False,False,,,,,,,False,0,False,500000.0,618712.6597690122,-0.0009594214629856657,recent_60d
A_plus_B_strict,20260507,B,HISTORICAL_SIM_FILLED,603256.SH,宏和科技,sh_main,无,0.02464048591717308,618119.0535638089,633349.8073982843,b_conservative_daily_replay,,True,True,,,20260508,20260511,145.12497999999997,149.83002,False,0,False,500000.0,633349.8073982843,0.0,recent_60d
A_plus_B_strict,20260508,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,633349.8073982843,633349.8073982843,,603256.SH 宏和科技,False,False,,,,,,,False,0,False,500000.0,633349.8073982843,0.0,recent_60d
A_plus_B_strict,20260511,NONE,NO_CANDIDATE,,,,,0.0,633349.8073982843,633349.8073982843,,,False,False,,,,,,,False,0,False,500000.0,633349.8073982843,0.0,recent_60d
A_plus_B_strict,20260512,NONE,NO_CANDIDATE,,,,,0.0,633349.8073982843,633349.8073982843,,,False,False,,,,,,,False,0,False,500000.0,633349.8073982843,0.0,recent_60d
A_plus_B_strict,20260513,NONE,NO_CANDIDATE,,,,,0.0,633349.8073982843,633349.8073982843,,,False,False,,,,,,,False,0,False,500000.0,633349.8073982843,0.0,recent_60d
A_plus_B_strict,20260514,NONE,NO_CANDIDATE,,,,,0.0,633349.8073982843,633349.8073982843,,,False,False,,,,,,,False,0,False,500000.0,633349.8073982843,0.0,recent_60d
A_plus_B_strict,20251224,NONE,NO_CANDIDATE,,,,,0.0,500000.0,500000.0,,,False,False,,,,,,,False,0,False,500000.0,500000.0,0.0,recent_90d
A_plus_B_strict,20251225,NONE,NO_CANDIDATE,,,,,0.0,500000.0,500000.0,,,False,False,,,,,,,False,0,False,500000.0,500000.0,0.0,recent_90d
A_plus_B_strict,20251226,NONE,NO_CANDIDATE,,,,,0.0,500000.0,500000.0,,,False,False,,,,,,,False,0,False,500000.0,500000.0,0.0,recent_90d
A_plus_B_strict,20251229,NONE,NO_CANDIDATE,,,,,0.0,500000.0,500000.0,,,False,False,,,,,,,False,0,False,500000.0,500000.0,0.0,recent_90d
A_plus_B_strict,20251230,NONE,NO_CANDIDATE,,,,,0.0,500000.0,500000.0,,,False,False,,,,,,,False,0,False,500000.0,500000.0,0.0,recent_90d
A_plus_B_strict,20251231,A,HISTORICAL_SIM_FILLED,300058.SZ,蓝色光标,chi_next,无,0.1308549259970799,500000.0,565427.4629985399,a_audit_dynamic_account_return,,False,False,,,,,,,False,0,False,500000.0,565427.4629985399,0.0,recent_90d
A_plus_B_strict,20260105,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,565427.4629985399,565427.4629985399,,300058.SZ 蓝色光标,False,False,,,,,,,False,0,False,500000.0,565427.4629985399,0.0,recent_90d
A_plus_B_strict,20260106,B,HISTORICAL_SIM_FILLED,002865.SZ,钧达股份,sz_main,无,0.15860683400809739,565427.4629985399,655108.122765969,b_conservative_daily_replay,,True,True,,,20260107,20260108,57.056999999999995,68.46147,False,0,False,500000.0,655108.122765969,0.0,recent_90d
A_plus_B_strict,20260107,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,655108.122765969,655108.122765969,,002865.SZ 钧达股份,False,False,,,,,,,False,0,False,500000.0,655108.122765969,0.0,recent_90d
A_plus_B_strict,20260108,NONE,NO_CANDIDATE,,,,,0.0,655108.122765969,655108.122765969,,,False,False,,,,,,,False,0,False,500000.0,655108.122765969,0.0,recent_90d
A_plus_B_strict,20260109,NONE,NO_CANDIDATE,,,,,0.0,655108.122765969,655108.122765969,,,False,False,,,,,,,False,0,False,500000.0,655108.122765969,0.0,recent_90d
A_plus_B_strict,20260112,NONE,NO_CANDIDATE,,,,,0.0,655108.122765969,655108.122765969,,,False,False,,,,,,,False,0,False,500000.0,655108.122765969,0.0,recent_90d
A_plus_B_strict,20260113,NONE,NO_CANDIDATE,,,,,0.0,655108.122765969,655108.122765969,,,False,False,,,,,,,False,0,False,500000.0,655108.122765969,0.0,recent_90d
A_plus_B_strict,20260114,NONE,NO_CANDIDATE,,,,,0.0,655108.122765969,655108.122765969,,,False,False,,,,,,,False,0,False,500000.0,655108.122765969,0.0,recent_90d
A_plus_B_strict,20260115,A,HISTORICAL_SIM_FILLED,301629.SZ,矽电股份,chi_next,无,-0.0338313603969523,655108.122765969,632944.9237657026,a_audit_dynamic_account_return,,False,False,,,,,,,False,0,False,500000.0,655108.122765969,-0.03383136039695234,recent_90d
A_plus_B_strict,20260116,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,632944.9237657026,632944.9237657026,,301629.SZ 矽电股份,False,False,,,,,,,False,0,False,500000.0,655108.122765969,-0.03383136039695234,recent_90d
A_plus_B_strict,20260119,A,HISTORICAL_SIM_FILLED,300658.SZ,延江股份,chi_next,无,0.0681174370165976,632944.9237657026,676059.509745288,a_audit_dynamic_account_return,,False,False,,,,,,,False,0,False,500000.0,676059.509745288,0.0,recent_90d
A_plus_B_strict,20260120,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,676059.509745288,676059.509745288,,300658.SZ 延江股份,False,False,,,,,,,False,0,False,500000.0,676059.509745288,0.0,recent_90d
A_plus_B_strict,20260121,NONE,NO_CANDIDATE,,,,,0.0,676059.509745288,676059.509745288,,,False,False,,,,,,,False,0,False,500000.0,676059.509745288,0.0,recent_90d
A_plus_B_strict,20260122,NONE,NO_CANDIDATE,,,,,0.0,676059.509745288,676059.509745288,,,False,False,,,,,,,False,0,False,500000.0,676059.509745288,0.0,recent_90d
A_plus_B_strict,20260123,A,HISTORICAL_SIM_FILLED,920368.BJ,连城数控,bj,无,0.1027727855059111,676059.509745288,745540.028729572,a_audit_dynamic_account_return,,False,False,,,,,,,False,0,False,500000.0,745540.028729572,0.0,recent_90d
A_plus_B_strict,20260126,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,745540.028729572,745540.028729572,,920368.BJ 连城数控,False,False,,,,,,,False,0,False,500000.0,745540.028729572,0.0,recent_90d
A_plus_B_strict,20260127,NONE,NO_CANDIDATE,,,,,0.0,745540.028729572,745540.028729572,,,False,False,,,,,,,False,0,False,500000.0,745540.028729572,0.0,recent_90d
A_plus_B_strict,20260128,A,HISTORICAL_SIM_FILLED,300164.SZ,通源石油,chi_next,无,0.0457725821591917,745540.028729572,779665.3209475625,a_audit_dynamic_account_return,,False,False,,,,,,,False,0,False,500000.0,779665.3209475625,0.0,recent_90d
A_plus_B_strict,20260129,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,779665.3209475625,779665.3209475625,,300164.SZ 通源石油,False,False,,,,,,,False,0,False,500000.0,779665.3209475625,0.0,recent_90d
A_plus_B_strict,20260130,NONE,NO_CANDIDATE,,,,,0.0,779665.3209475625,779665.3209475625,,,False,False,,,,,,,False,0,False,500000.0,779665.3209475625,0.0,recent_90d
A_plus_B_strict,20260202,NONE,NO_CANDIDATE,,,,,0.0,779665.3209475625,779665.3209475625,,,False,False,,,,,,,False,0,False,500000.0,779665.3209475625,0.0,recent_90d
A_plus_B_strict,20260203,NONE,NO_CANDIDATE,,,,,0.0,779665.3209475625,779665.3209475625,,,False,False,,,,,,,False,0,False,500000.0,779665.3209475625,0.0,recent_90d
A_plus_B_strict,20260204,NONE,NO_CANDIDATE,,,,,0.0,779665.3209475625,779665.3209475625,,,False,False,,,,,,,False,0,False,500000.0,779665.3209475625,0.0,recent_90d
A_plus_B_strict,20260205,NONE,NO_CANDIDATE,,,,,0.0,779665.3209475625,779665.3209475625,,,False,False,,,,,,,False,0,False,500000.0,779665.3209475625,0.0,recent_90d
A_plus_B_strict,20260206,NONE,NO_CANDIDATE,,,,,0.0,779665.3209475625,779665.3209475625,,,False,False,,,,,,,False,0,False,500000.0,779665.3209475625,0.0,recent_90d
A_plus_B_strict,20260209,NONE,NO_CANDIDATE,,,,,0.0,779665.3209475625,779665.3209475625,,,False,False,,,,,,,False,0,False,500000.0,779665.3209475625,0.0,recent_90d
A_plus_B_strict,20260210,NONE,NO_CANDIDATE,,,,,0.0,779665.3209475625,779665.3209475625,,,False,False,,,,,,,False,0,False,500000.0,779665.3209475625,0.0,recent_90d
A_plus_B_strict,20260211,NONE,NO_CANDIDATE,,,,,0.0,779665.3209475625,779665.3209475625,,,False,False,,,,,,,False,0,False,500000.0,779665.3209475625,0.0,recent_90d
A_plus_B_strict,20260212,NONE,NO_CANDIDATE,,,,,0.0,779665.3209475625,779665.3209475625,,,False,False,,,,,,,False,0,False,500000.0,779665.3209475625,0.0,recent_90d
A_plus_B_strict,20260213,NONE,NO_CANDIDATE,,,,,0.0,779665.3209475625,779665.3209475625,,,False,False,,,,,,,False,0,False,500000.0,779665.3209475625,0.0,recent_90d
A_plus_B_strict,20260224,NONE,NO_CANDIDATE,,,,,0.0,779665.3209475625,779665.3209475625,,,False,False,,,,,,,False,0,False,500000.0,779665.3209475625,0.0,recent_90d
A_plus_B_strict,20260225,NONE,NO_CANDIDATE,,,,,0.0,779665.3209475625,779665.3209475625,,,False,False,,,,,,,False,0,False,500000.0,779665.3209475625,0.0,recent_90d
A_plus_B_strict,20260226,A,HISTORICAL_SIM_FILLED,300499.SZ,高澜股份,chi_next,无,0.0193948880593092,779665.3209475625,794786.8425710658,a_audit_dynamic_account_return,,False,False,,,,,,,False,0,False,500000.0,794786.8425710658,0.0,recent_90d
A_plus_B_strict,20260227,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,794786.8425710658,794786.8425710658,,300499.SZ 高澜股份,False,False,,,,,,,False,0,False,500000.0,794786.8425710658,0.0,recent_90d
A_plus_B_strict,20260302,NONE,NO_CANDIDATE,,,,,0.0,794786.8425710658,794786.8425710658,,,False,False,,,,,,,False,0,False,500000.0,794786.8425710658,0.0,recent_90d
A_plus_B_strict,20260303,NONE,NO_CANDIDATE,,,,,0.0,794786.8425710658,794786.8425710658,,,False,False,,,,,,,False,0,False,500000.0,794786.8425710658,0.0,recent_90d
A_plus_B_strict,20260304,NONE,NO_CANDIDATE,,,,,0.0,794786.8425710658,794786.8425710658,,,False,False,,,,,,,False,0,False,500000.0,794786.8425710658,0.0,recent_90d
A_plus_B_strict,20260305,NONE,NO_CANDIDATE,,,,,0.0,794786.8425710658,794786.8425710658,,,False,False,,,,,,,False,0,False,500000.0,794786.8425710658,0.0,recent_90d
A_plus_B_strict,20260306,NONE,NO_CANDIDATE,,,,,0.0,794786.8425710658,794786.8425710658,,,False,False,,,,,,,False,0,False,500000.0,794786.8425710658,0.0,recent_90d
A_plus_B_strict,20260309,A,REVIEW_REQUIRED_PLAN_ONLY,301606.SZ,绿联科技,chi_next,LOSS_OVERLAY_WATCH,0.0,794786.8425710658,794786.8425710658,manual_review_skip,,False,False,,,,,,,False,0,False,500000.0,794786.8425710658,0.0,recent_90d
A_plus_B_strict,20260310,NONE,NO_CANDIDATE,,,,,0.0,794786.8425710658,794786.8425710658,,,False,False,,,,,,,False,0,False,500000.0,794786.8425710658,0.0,recent_90d
A_plus_B_strict,20260311,NONE,NO_CANDIDATE,,,,,0.0,794786.8425710658,794786.8425710658,,,False,False,,,,,,,False,0,False,500000.0,794786.8425710658,0.0,recent_90d
A_plus_B_strict,20260312,NONE,NO_CANDIDATE,,,,,0.0,794786.8425710658,794786.8425710658,,,False,False,,,,,,,False,0,False,500000.0,794786.8425710658,0.0,recent_90d
A_plus_B_strict,20260313,B,HISTORICAL_SIM_FILLED,603248.SH,锡华科技,sh_main,无,0.14196793827778875,794786.8425710658,907621.0919811934,b_conservative_daily_replay,,True,True,,,20260316,20260317,28.908879999999996,34.085879999999996,False,0,False,500000.0,907621.0919811934,0.0,recent_90d
A_plus_B_strict,20260316,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,907621.0919811934,907621.0919811934,,603248.SH 锡华科技,False,False,,,,,,,False,0,False,500000.0,907621.0919811934,0.0,recent_90d
A_plus_B_strict,20260317,NONE,NO_CANDIDATE,,,,,0.0,907621.0919811934,907621.0919811934,,,False,False,,,,,,,False,0,False,500000.0,907621.0919811934,0.0,recent_90d
A_plus_B_strict,20260318,NONE,NO_CANDIDATE,,,,,0.0,907621.0919811934,907621.0919811934,,,False,False,,,,,,,False,0,False,500000.0,907621.0919811934,0.0,recent_90d
A_plus_B_strict,20260319,NONE,NO_CANDIDATE,,,,,0.0,907621.0919811934,907621.0919811934,,,False,False,,,,,,,False,0,False,500000.0,907621.0919811934,0.0,recent_90d
A_plus_B_strict,20260320,NONE,NO_CANDIDATE,,,,,0.0,907621.0919811934,907621.0919811934,,,False,False,,,,,,,False,0,False,500000.0,907621.0919811934,0.0,recent_90d
A_plus_B_strict,20260323,NONE,NO_CANDIDATE,,,,,0.0,907621.0919811934,907621.0919811934,,,False,False,,,,,,,False,0,False,500000.0,907621.0919811934,0.0,recent_90d
A_plus_B_strict,20260324,NONE,NO_CANDIDATE,,,,,0.0,907621.0919811934,907621.0919811934,,,False,False,,,,,,,False,0,False,500000.0,907621.0919811934,0.0,recent_90d
A_plus_B_strict,20260325,B,HISTORICAL_SIM_FILLED,603829.SH,洛凯股份,sh_main,无,0.0017810469626826726,907621.0919811934,909237.6077703332,b_conservative_daily_replay,,True,True,,,20260326,20260327,29.059029999999996,29.1708,False,0,False,500000.0,909237.6077703332,0.0,recent_90d
A_plus_B_strict,20260326,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,909237.6077703332,909237.6077703332,,603829.SH 洛凯股份,False,False,,,,,,,False,0,False,500000.0,909237.6077703332,0.0,recent_90d
A_plus_B_strict,20260327,A,HISTORICAL_SIM_FILLED,300204.SZ,舒泰神,chi_next,无,0.0397618491523106,909237.6077703332,945390.576374105,a_audit_dynamic_account_return,,False,False,,,,,,,False,0,False,500000.0,945390.576374105,0.0,recent_90d
A_plus_B_strict,20260330,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,945390.576374105,945390.576374105,,300204.SZ 舒泰神,False,False,,,,,,,False,0,False,500000.0,945390.576374105,0.0,recent_90d
A_plus_B_strict,20260331,NONE,NO_CANDIDATE,,,,,0.0,945390.576374105,945390.576374105,,,False,False,,,,,,,False,0,False,500000.0,945390.576374105,0.0,recent_90d
A_plus_B_strict,20260401,NONE,NO_CANDIDATE,,,,,0.0,945390.576374105,945390.576374105,,,False,False,,,,,,,False,0,False,500000.0,945390.576374105,0.0,recent_90d
A_plus_B_strict,20260402,NONE,NO_CANDIDATE,,,,,0.0,945390.576374105,945390.576374105,,,False,False,,,,,,,False,0,False,500000.0,945390.576374105,0.0,recent_90d
A_plus_B_strict,20260403,NONE,NO_CANDIDATE,,,,,0.0,945390.576374105,945390.576374105,,,False,False,,,,,,,False,0,False,500000.0,945390.576374105,0.0,recent_90d
A_plus_B_strict,20260407,NONE,NO_CANDIDATE,,,,,0.0,945390.576374105,945390.576374105,,,False,False,,,,,,,False,0,False,500000.0,945390.576374105,0.0,recent_90d
A_plus_B_strict,20260408,B,HISTORICAL_SIM_FILLED,603083.SH,剑桥科技,sh_main,无,0.02050690266715481,945390.576374105,964777.608906254,b_conservative_daily_replay,,True,True,,,20260409,20260410,113.04293,116.12375999999999,False,0,False,500000.0,964777.608906254,0.0,recent_90d
A_plus_B_strict,20260409,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,964777.608906254,964777.608906254,,603083.SH 剑桥科技,False,False,,,,,,,False,0,False,500000.0,964777.608906254,0.0,recent_90d
A_plus_B_strict,20260410,NONE,NO_CANDIDATE,,,,,0.0,964777.608906254,964777.608906254,,,False,False,,,,,,,False,0,False,500000.0,964777.608906254,0.0,recent_90d
A_plus_B_strict,20260413,NONE,NO_CANDIDATE,,,,,0.0,964777.608906254,964777.608906254,,,False,False,,,,,,,False,0,False,500000.0,964777.608906254,0.0,recent_90d
A_plus_B_strict,20260414,A,HISTORICAL_SIM_FILLED,301189.SZ,奥尼电子,chi_next,无,-0.0350052172427846,964777.608906254,931005.3591155163,a_audit_dynamic_account_return,,False,False,,,,,,,False,0,False,500000.0,964777.608906254,-0.0350052172427846,recent_90d
A_plus_B_strict,20260415,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,931005.3591155163,931005.3591155163,,301189.SZ 奥尼电子,False,False,,,,,,,False,0,False,500000.0,964777.608906254,-0.0350052172427846,recent_90d
A_plus_B_strict,20260416,NONE,NO_CANDIDATE,,,,,0.0,931005.3591155163,931005.3591155163,,,False,False,,,,,,,False,0,False,500000.0,964777.608906254,-0.0350052172427846,recent_90d
A_plus_B_strict,20260417,A,HISTORICAL_SIM_FILLED,301319.SZ,唯特偶,chi_next,无,0.0352808081329955,931005.3591155163,963851.9805612613,a_audit_dynamic_account_return,,False,False,,,,,,,False,0,False,500000.0,964777.608906254,-0.0009594214629857767,recent_90d
A_plus_B_strict,20260420,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,963851.9805612613,963851.9805612613,,301319.SZ 唯特偶,False,False,,,,,,,False,0,False,500000.0,964777.608906254,-0.0009594214629857767,recent_90d
A_plus_B_strict,20260421,NONE,NO_CANDIDATE,,,,,0.0,963851.9805612613,963851.9805612613,,,False,False,,,,,,,False,0,False,500000.0,964777.608906254,-0.0009594214629857767,recent_90d
A_plus_B_strict,20260422,NONE,NO_CANDIDATE,,,,,0.0,963851.9805612613,963851.9805612613,,,False,False,,,,,,,False,0,False,500000.0,964777.608906254,-0.0009594214629857767,recent_90d
A_plus_B_strict,20260423,NONE,NO_CANDIDATE,,,,,0.0,963851.9805612613,963851.9805612613,,,False,False,,,,,,,False,0,False,500000.0,964777.608906254,-0.0009594214629857767,recent_90d
A_plus_B_strict,20260424,NONE,NO_CANDIDATE,,,,,0.0,963851.9805612613,963851.9805612613,,,False,False,,,,,,,False,0,False,500000.0,964777.608906254,-0.0009594214629857767,recent_90d
A_plus_B_strict,20260427,NONE,NO_CANDIDATE,,,,,0.0,963851.9805612613,963851.9805612613,,,False,False,,,,,,,False,0,False,500000.0,964777.608906254,-0.0009594214629857767,recent_90d
A_plus_B_strict,20260428,NONE,NO_CANDIDATE,,,,,0.0,963851.9805612613,963851.9805612613,,,False,False,,,,,,,False,0,False,500000.0,964777.608906254,-0.0009594214629857767,recent_90d
A_plus_B_strict,20260429,NONE,NO_CANDIDATE,,,,,0.0,963851.9805612613,963851.9805612613,,,False,False,,,,,,,False,0,False,500000.0,964777.608906254,-0.0009594214629857767,recent_90d
A_plus_B_strict,20260430,NONE,NO_CANDIDATE,,,,,0.0,963851.9805612613,963851.9805612613,,,False,False,,,,,,,False,0,False,500000.0,964777.608906254,-0.0009594214629857767,recent_90d
A_plus_B_strict,20260506,NONE,NO_CANDIDATE,,,,,0.0,963851.9805612613,963851.9805612613,,,False,False,,,,,,,False,0,False,500000.0,964777.608906254,-0.0009594214629857767,recent_90d
A_plus_B_strict,20260507,B,HISTORICAL_SIM_FILLED,603256.SH,宏和科技,sh_main,无,0.02464048591717308,963851.9805612613,987601.7617145205,b_conservative_daily_replay,,True,True,,,20260508,20260511,145.12497999999997,149.83002,False,0,False,500000.0,987601.7617145205,0.0,recent_90d
A_plus_B_strict,20260508,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,987601.7617145205,987601.7617145205,,603256.SH 宏和科技,False,False,,,,,,,False,0,False,500000.0,987601.7617145205,0.0,recent_90d
A_plus_B_strict,20260511,NONE,NO_CANDIDATE,,,,,0.0,987601.7617145205,987601.7617145205,,,False,False,,,,,,,False,0,False,500000.0,987601.7617145205,0.0,recent_90d
A_plus_B_strict,20260512,NONE,NO_CANDIDATE,,,,,0.0,987601.7617145205,987601.7617145205,,,False,False,,,,,,,False,0,False,500000.0,987601.7617145205,0.0,recent_90d
A_plus_B_strict,20260513,NONE,NO_CANDIDATE,,,,,0.0,987601.7617145205,987601.7617145205,,,False,False,,,,,,,False,0,False,500000.0,987601.7617145205,0.0,recent_90d
A_plus_B_strict,20260514,NONE,NO_CANDIDATE,,,,,0.0,987601.7617145205,987601.7617145205,,,False,False,,,,,,,False,0,False,500000.0,987601.7617145205,0.0,recent_90d
A_plus_B_strict,20251112,NONE,NO_CANDIDATE,,,,,0.0,500000.0,500000.0,,,False,False,,,,,,,False,0,False,500000.0,500000.0,0.0,recent_120d
A_plus_B_strict,20251113,NONE,NO_CANDIDATE,,,,,0.0,500000.0,500000.0,,,False,False,,,,,,,False,0,False,500000.0,500000.0,0.0,recent_120d
A_plus_B_strict,20251114,NONE,NO_CANDIDATE,,,,,0.0,500000.0,500000.0,,,False,False,,,,,,,False,0,False,500000.0,500000.0,0.0,recent_120d
A_plus_B_strict,20251117,NONE,NO_CANDIDATE,,,,,0.0,500000.0,500000.0,,,False,False,,,,,,,False,0,False,500000.0,500000.0,0.0,recent_120d
A_plus_B_strict,20251118,NONE,NO_CANDIDATE,,,,,0.0,500000.0,500000.0,,,False,False,,,,,,,False,0,False,500000.0,500000.0,0.0,recent_120d
A_plus_B_strict,20251119,NONE,NO_CANDIDATE,,,,,0.0,500000.0,500000.0,,,False,False,,,,,,,False,0,False,500000.0,500000.0,0.0,recent_120d
A_plus_B_strict,20251120,A,HISTORICAL_SIM_FILLED,301092.SZ,争光股份,chi_next,无,-0.0505145833968012,500000.0,474742.7083015994,a_audit_dynamic_account_return,,False,False,,,,,,,False,0,False,500000.0,500000.0,-0.05051458339680115,recent_120d
A_plus_B_strict,20251121,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,474742.7083015994,474742.7083015994,,301092.SZ 争光股份,False,False,,,,,,,False,0,False,500000.0,500000.0,-0.05051458339680115,recent_120d
A_plus_B_strict,20251124,NONE,NO_CANDIDATE,,,,,0.0,474742.7083015994,474742.7083015994,,,False,False,,,,,,,False,0,False,500000.0,500000.0,-0.05051458339680115,recent_120d
A_plus_B_strict,20251125,A,REVIEW_REQUIRED_PLAN_ONLY,301117.SZ,佳缘科技,chi_next,LOSS_OVERLAY_WATCH,0.0,474742.7083015994,474742.7083015994,manual_review_skip,,False,False,,,,,,,False,0,False,500000.0,500000.0,-0.05051458339680115,recent_120d
A_plus_B_strict,20251126,NONE,NO_CANDIDATE,,,,,0.0,474742.7083015994,474742.7083015994,,,False,False,,,,,,,False,0,False,500000.0,500000.0,-0.05051458339680115,recent_120d
A_plus_B_strict,20251127,NONE,NO_CANDIDATE,,,,,0.0,474742.7083015994,474742.7083015994,,,False,False,,,,,,,False,0,False,500000.0,500000.0,-0.05051458339680115,recent_120d
A_plus_B_strict,20251128,NONE,NO_CANDIDATE,,,,,0.0,474742.7083015994,474742.7083015994,,,False,False,,,,,,,False,0,False,500000.0,500000.0,-0.05051458339680115,recent_120d
A_plus_B_strict,20251201,NONE,NO_CANDIDATE,,,,,0.0,474742.7083015994,474742.7083015994,,,False,False,,,,,,,False,0,False,500000.0,500000.0,-0.05051458339680115,recent_120d
A_plus_B_strict,20251202,NONE,NO_CANDIDATE,,,,,0.0,474742.7083015994,474742.7083015994,,,False,False,,,,,,,False,0,False,500000.0,500000.0,-0.05051458339680115,recent_120d
A_plus_B_strict,20251203,NONE,NO_CANDIDATE,,,,,0.0,474742.7083015994,474742.7083015994,,,False,False,,,,,,,False,0,False,500000.0,500000.0,-0.05051458339680115,recent_120d
A_plus_B_strict,20251204,A,HISTORICAL_SIM_FILLED,300946.SZ,恒而达,chi_next,无,0.0291749495998269,474742.7083015994,488593.30288918386,a_audit_dynamic_account_return,,False,False,,,,,,,False,0,False,500000.0,500000.0,-0.02281339422163231,recent_120d
A_plus_B_strict,20251205,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,488593.30288918386,488593.30288918386,,300946.SZ 恒而达,False,False,,,,,,,False,0,False,500000.0,500000.0,-0.02281339422163231,recent_120d
A_plus_B_strict,20251208,NONE,NO_CANDIDATE,,,,,0.0,488593.30288918386,488593.30288918386,,,False,False,,,,,,,False,0,False,500000.0,500000.0,-0.02281339422163231,recent_120d
A_plus_B_strict,20251209,NONE,NO_CANDIDATE,,,,,0.0,488593.30288918386,488593.30288918386,,,False,False,,,,,,,False,0,False,500000.0,500000.0,-0.02281339422163231,recent_120d
A_plus_B_strict,20251210,NONE,NO_CANDIDATE,,,,,0.0,488593.30288918386,488593.30288918386,,,False,False,,,,,,,False,0,False,500000.0,500000.0,-0.02281339422163231,recent_120d
A_plus_B_strict,20251211,NONE,NO_CANDIDATE,,,,,0.0,488593.30288918386,488593.30288918386,,,False,False,,,,,,,False,0,False,500000.0,500000.0,-0.02281339422163231,recent_120d
A_plus_B_strict,20251212,A,HISTORICAL_SIM_FILLED,920576.BJ,天力复合,bj,无,0.181313377355646,488593.30288918386,577181.8047893719,a_audit_dynamic_account_return,,False,False,,,,,,,False,0,False,500000.0,577181.8047893719,0.0,recent_120d
A_plus_B_strict,20251215,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,577181.8047893719,577181.8047893719,,920576.BJ 天力复合,False,False,,,,,,,False,0,False,500000.0,577181.8047893719,0.0,recent_120d
A_plus_B_strict,20251216,NONE,NO_CANDIDATE,,,,,0.0,577181.8047893719,577181.8047893719,,,False,False,,,,,,,False,0,False,500000.0,577181.8047893719,0.0,recent_120d
A_plus_B_strict,20251217,NONE,NO_CANDIDATE,,,,,0.0,577181.8047893719,577181.8047893719,,,False,False,,,,,,,False,0,False,500000.0,577181.8047893719,0.0,recent_120d
A_plus_B_strict,20251218,NONE,NO_CANDIDATE,,,,,0.0,577181.8047893719,577181.8047893719,,,False,False,,,,,,,False,0,False,500000.0,577181.8047893719,0.0,recent_120d
A_plus_B_strict,20251219,A,REVIEW_REQUIRED_PLAN_ONLY,300557.SZ,理工光科,chi_next,LOSS_OVERLAY_WATCH,0.0,577181.8047893719,577181.8047893719,manual_review_skip,,False,False,,,,,,,False,0,False,500000.0,577181.8047893719,0.0,recent_120d
A_plus_B_strict,20251222,NONE,NO_CANDIDATE,,,,,0.0,577181.8047893719,577181.8047893719,,,False,False,,,,,,,False,0,False,500000.0,577181.8047893719,0.0,recent_120d
